Participant,Condition,Trial_Number,Target_EventID,Choice,Source_mentioned,Goal_mentioned,Condition Count:,,
33,NonLinguistic_List1a_Source_Change,21,Bunny,different,,,,,
33,NonLinguistic_List1a_Source_Change,22,Turtle,different,,,,,
33,NonLinguistic_List1a_Source_Change,23,Boy,same,,,,,
33,NonLinguistic_List1a_Source_Change,24,Spider,different,,,,,
33,NonLinguistic_List1a_Source_Change,25,Frog,different,,,,,
33,NonLinguistic_List1a_Source_Change,26,Squirrel,same,,,,,
33,NonLinguistic_List1a_Source_Change,27,Dog,same,,,,,
33,NonLinguistic_List1a_Source_Change,28,Dolphin,different,,,,,
34,NonLinguistic_List1b_Source_Change,1,Dolphin,same,,,,,
34,NonLinguistic_List1b_Source_Change,2,Dog,same,,,,,
34,NonLinguistic_List1b_Source_Change,3,Squirrel,same,,,,,
34,NonLinguistic_List1b_Source_Change,4,Frog,different,,,,,
34,NonLinguistic_List1b_Source_Change,5,Spider,different,,,,,
34,NonLinguistic_List1b_Source_Change,6,Boy,same,,,,,
34,NonLinguistic_List1b_Source_Change,7,Turtle,same,,,,,
34,NonLinguistic_List1b_Source_Change,8,Bunny,same,,,,,
34,NonLinguistic_List1b_Source_Change,9,Farmer,same,,,,,
34,NonLinguistic_List1b_Source_Change,10,Witch,same,,,,,
34,NonLinguistic_List1b_Source_Change,11,Cat,same,,,,,
34,NonLinguistic_List1b_Source_Change,12,Pig,different,,,,,
34,NonLinguistic_List1b_Source_Change,13,Police,same,,,,,
34,NonLinguistic_List1b_Source_Change,14,Pigeon,same,,,,,
34,NonLinguistic_List1b_Source_Change,15,Man,same,,,,,
34,NonLinguistic_List1b_Source_Change,16,Chicken,different,,,,,
34,NonLinguistic_List1b_Source_Change,17,Cow,same,,,,,
34,NonLinguistic_List1b_Source_Change,18,Butterfly,different,,,,,
34,NonLinguistic_List1b_Source_Change,19,Ghost,same,,,,,
34,NonLinguistic_List1b_Source_Change,20,Hamster,same,,,,,
34,NonLinguistic_List1b_Source_Change,21,Oldlady,same,,,,,
34,NonLinguistic_List1b_Source_Change,22,Horse,different,,,,,
34,NonLinguistic_List1b_Source_Change,23,Girl,same,,,,,
34,NonLinguistic_List1b_Source_Change,24,Fairy,same,,,,,
34,NonLinguistic_List1b_Source_Change,25,Helicopter,same,,,,,
34,NonLinguistic_List1b_Source_Change,26,Snake,different,,,,,
34,NonLinguistic_List1b_Source_Change,27,Car,different,,,,,
34,NonLinguistic_List1b_Source_Change,28,Beetle,same,,,,,
35,NonLinguistic_List1a_Goal_Change,1,Beetle,same,,,,,
35,NonLinguistic_List1a_Goal_Change,2,Car,same,,,,,
35,NonLinguistic_List1a_Goal_Change,3,Snake,different,,,,,
35,NonLinguistic_List1a_Goal_Change,4,Helicopter,same,,,,,
35,NonLinguistic_List1a_Goal_Change,5,Fairy,different,,,,,
35,NonLinguistic_List1a_Goal_Change,6,Girl,same,,,,,
35,NonLinguistic_List1a_Goal_Change,7,Horse,same,,,,,
35,NonLinguistic_List1a_Goal_Change,8,Oldlady,same,,,,,
35,NonLinguistic_List1a_Goal_Change,9,Hamster,different,,,,,
35,NonLinguistic_List1a_Goal_Change,10,Ghost,same,,,,,
35,NonLinguistic_List1a_Goal_Change,11,Butterfly,same,,,,,
35,NonLinguistic_List1a_Goal_Change,12,Cow,same,,,,,
35,NonLinguistic_List1a_Goal_Change,13,Chicken,different,,,,,
35,NonLinguistic_List1a_Goal_Change,14,Man,same,,,,,
35,NonLinguistic_List1a_Goal_Change,15,Pigeon,different,,,,,
35,NonLinguistic_List1a_Goal_Change,16,Police,same,,,,,
35,NonLinguistic_List1a_Goal_Change,17,Pig,same,,,,,
35,NonLinguistic_List1a_Goal_Change,18,Cat,same,,,,,
35,NonLinguistic_List1a_Goal_Change,19,Witch,same,,,,,
35,NonLinguistic_List1a_Goal_Change,20,Farmer,same,,,,,
35,NonLinguistic_List1a_Goal_Change,21,Bunny,different,,,,,
35,NonLinguistic_List1a_Goal_Change,22,Turtle,different,,,,,
35,NonLinguistic_List1a_Goal_Change,23,Boy,same,,,,,
35,NonLinguistic_List1a_Goal_Change,24,Spider,different,,,,,
35,NonLinguistic_List1a_Goal_Change,25,Frog,same,,,,,
35,NonLinguistic_List1a_Goal_Change,26,Squirrel,different,,,,,
35,NonLinguistic_List1a_Goal_Change,27,Dog,different,,,,,
35,NonLinguistic_List1a_Goal_Change,28,Dolphin,same,,,,,
36,NonLinguistic_List1b_Goal_Change,1,Dolphin,same,,,,,
36,NonLinguistic_List1b_Goal_Change,2,Dog,same,,,,,
36,NonLinguistic_List1b_Goal_Change,3,Squirrel,different,,,,,
36,NonLinguistic_List1b_Goal_Change,4,Frog,same,,,,,
36,NonLinguistic_List1b_Goal_Change,5,Spider,different,,,,,
36,NonLinguistic_List1b_Goal_Change,6,Boy,same,,,,,
36,NonLinguistic_List1b_Goal_Change,7,Turtle,same,,,,,
36,NonLinguistic_List1b_Goal_Change,8,Bunny,different,,,,,
36,NonLinguistic_List1b_Goal_Change,9,Farmer,same,,,,,
36,NonLinguistic_List1b_Goal_Change,10,Witch,same,,,,,
36,NonLinguistic_List1b_Goal_Change,11,Cat,different,,,,,
36,NonLinguistic_List1b_Goal_Change,12,Pig,different,,,,,
36,NonLinguistic_List1b_Goal_Change,13,Police,same,,,,,
36,NonLinguistic_List1b_Goal_Change,14,Pigeon,same,,,,,
36,NonLinguistic_List1b_Goal_Change,15,Man,same,,,,,
36,NonLinguistic_List1b_Goal_Change,16,Chicken,different,,,,,
36,NonLinguistic_List1b_Goal_Change,17,Cow,same,,,,,
36,NonLinguistic_List1b_Goal_Change,18,Butterfly,different,,,,,
36,NonLinguistic_List1b_Goal_Change,19,Ghost,different,,,,,
36,NonLinguistic_List1b_Goal_Change,20,Hamster,different,,,,,
36,NonLinguistic_List1b_Goal_Change,21,Oldlady,different,,,,,
36,NonLinguistic_List1b_Goal_Change,22,Horse,different,,,,,
36,NonLinguistic_List1b_Goal_Change,23,Girl,different,,,,,
36,NonLinguistic_List1b_Goal_Change,24,Fairy,different,,,,,
36,NonLinguistic_List1b_Goal_Change,25,Helicopter,different,,,,,
36,NonLinguistic_List1b_Goal_Change,26,Snake,same,,,,,
36,NonLinguistic_List1b_Goal_Change,27,Car,different,,,,,
36,NonLinguistic_List1b_Goal_Change,28,Beetle,different,,,,,
37,NonLinguistic_List2a_Source_Change,1,Beetle,same,,,,,
37,NonLinguistic_List2a_Source_Change,2,Car,same,,,,,
37,NonLinguistic_List2a_Source_Change,3,Snake,different,,,,,
37,NonLinguistic_List2a_Source_Change,4,Helicopter,same,,,,,
37,NonLinguistic_List2a_Source_Change,5,Fairy,same,,,,,
37,NonLinguistic_List2a_Source_Change,6,Girl,same,,,,,
37,NonLinguistic_List2a_Source_Change,7,Horse,different,,,,,
37,NonLinguistic_List2a_Source_Change,8,Oldlady,same,,,,,
37,NonLinguistic_List2a_Source_Change,9,Hamster,same,,,,,
37,NonLinguistic_List2a_Source_Change,10,Ghost,same,,,,,
37,NonLinguistic_List2a_Source_Change,11,Butterfly,different,,,,,
37,NonLinguistic_List2a_Source_Change,12,Cow,same,,,,,
37,NonLinguistic_List2a_Source_Change,13,Chicken,same,,,,,
37,NonLinguistic_List2a_Source_Change,14,Man,same,,,,,
37,NonLinguistic_List2a_Source_Change,15,Pigeon,same,,,,,
37,NonLinguistic_List2a_Source_Change,16,Police,same,,,,,
37,NonLinguistic_List2a_Source_Change,17,Pig,same,,,,,
37,NonLinguistic_List2a_Source_Change,18,Cat,different,,,,,
37,NonLinguistic_List2a_Source_Change,19,Witch,different,,,,,
37,NonLinguistic_List2a_Source_Change,20,Farmer,same,,,,,
37,NonLinguistic_List2a_Source_Change,21,Bunny,same,,,,,
37,NonLinguistic_List2a_Source_Change,22,Turtle,same,,,,,
37,NonLinguistic_List2a_Source_Change,23,Boy,same,,,,,
37,NonLinguistic_List2a_Source_Change,24,Spider,same,,,,,
37,NonLinguistic_List2a_Source_Change,25,Frog,same,,,,,
37,NonLinguistic_List2a_Source_Change,26,Squirrel,same,,,,,
37,NonLinguistic_List2a_Source_Change,27,Dog,different,,,,,
37,NonLinguistic_List2a_Source_Change,28,Dolphin,same,,,,,
38,NonLinguistic_List2a_Goal_Change,1,Beetle,same,,,,,
38,NonLinguistic_List2a_Goal_Change,2,Car,same,,,,,
38,NonLinguistic_List2a_Goal_Change,3,Snake,same,,,,,
38,NonLinguistic_List2a_Goal_Change,4,Helicopter,same,,,,,
38,NonLinguistic_List2a_Goal_Change,5,Fairy,different,,,,,
38,NonLinguistic_List2a_Goal_Change,6,Girl,same,,,,,
38,NonLinguistic_List2a_Goal_Change,7,Horse,different,,,,,
38,NonLinguistic_List2a_Goal_Change,8,Oldlady,same,,,,,
38,NonLinguistic_List2a_Goal_Change,9,Hamster,same,,,,,
38,NonLinguistic_List2a_Goal_Change,10,Ghost,same,,,,,
38,NonLinguistic_List2a_Goal_Change,11,Butterfly,different,,,,,
38,NonLinguistic_List2a_Goal_Change,12,Cow,different,,,,,
38,NonLinguistic_List2a_Goal_Change,13,Chicken,different,,,,,
38,NonLinguistic_List2a_Goal_Change,14,Man,same,,,,,
38,NonLinguistic_List2a_Goal_Change,15,Pigeon,different,,,,,
38,NonLinguistic_List2a_Goal_Change,16,Police,same,,,,,
38,NonLinguistic_List2a_Goal_Change,17,Pig,same,,,,,
38,NonLinguistic_List2a_Goal_Change,18,Cat,different,,,,,
38,NonLinguistic_List2a_Goal_Change,19,Witch,same,,,,,
38,NonLinguistic_List2a_Goal_Change,20,Farmer,same,,,,,
38,NonLinguistic_List2a_Goal_Change,21,Bunny,same,,,,,
38,NonLinguistic_List2a_Goal_Change,22,Turtle,same,,,,,
38,NonLinguistic_List2a_Goal_Change,23,Boy,same,,,,,
38,NonLinguistic_List2a_Goal_Change,24,Spider,same,,,,,
38,NonLinguistic_List2a_Goal_Change,25,Frog,same,,,,,
38,NonLinguistic_List2a_Goal_Change,26,Squirrel,same,,,,,
38,NonLinguistic_List2a_Goal_Change,27,Dog,same,,,,,
38,NonLinguistic_List2a_Goal_Change,28,Dolphin,different,,,,,
39,NonLinguistic_List2b_Source_Change,1,Dolphin,same,,,,,
39,NonLinguistic_List2b_Source_Change,2,Dog,same,,,,,
39,NonLinguistic_List2b_Source_Change,3,Squirrel,same,,,,,
39,NonLinguistic_List2b_Source_Change,4,Frog,same,,,,,
39,NonLinguistic_List2b_Source_Change,5,Spider,different,,,,,
39,NonLinguistic_List2b_Source_Change,6,Boy,same,,,,,
39,NonLinguistic_List2b_Source_Change,7,Turtle,different,,,,,
39,NonLinguistic_List2b_Source_Change,8,Bunny,different,,,,,
39,NonLinguistic_List2b_Source_Change,9,Farmer,same,,,,,
39,NonLinguistic_List2b_Source_Change,10,Witch,different,,,,,
39,NonLinguistic_List2b_Source_Change,11,Cat,same,,,,,
39,NonLinguistic_List2b_Source_Change,12,Pig,different,,,,,
39,NonLinguistic_List2b_Source_Change,13,Police,same,,,,,
39,NonLinguistic_List2b_Source_Change,14,Pigeon,same,,,,,
39,NonLinguistic_List2b_Source_Change,15,Man,same,,,,,
39,NonLinguistic_List2b_Source_Change,16,Chicken,different,,,,,
39,NonLinguistic_List2b_Source_Change,17,Cow,same,,,,,
39,NonLinguistic_List2b_Source_Change,18,Butterfly,different,,,,,
39,NonLinguistic_List2b_Source_Change,19,Ghost,same,,,,,
39,NonLinguistic_List2b_Source_Change,20,Hamster,same,,,,,
39,NonLinguistic_List2b_Source_Change,21,Oldlady,same,,,,,
39,NonLinguistic_List2b_Source_Change,22,Horse,different,,,,,
39,NonLinguistic_List2b_Source_Change,23,Girl,same,,,,,
39,NonLinguistic_List2b_Source_Change,24,Fairy,different,,,,,
39,NonLinguistic_List2b_Source_Change,25,Helicopter,same,,,,,
39,NonLinguistic_List2b_Source_Change,26,Snake,different,,,,,
39,NonLinguistic_List2b_Source_Change,27,Car,same,,,,,
39,NonLinguistic_List2b_Source_Change,28,Beetle,same,,,,,
40,NonLinguistic_List2b_Goal_Change,1,Dolphin,same,,,,,
40,NonLinguistic_List2b_Goal_Change,2,Dog,same,,,,,
40,NonLinguistic_List2b_Goal_Change,3,Squirrel,different,,,,,
40,NonLinguistic_List2b_Goal_Change,4,Frog,different,,,,,
40,NonLinguistic_List2b_Goal_Change,5,Spider,different,,,,,
40,NonLinguistic_List2b_Goal_Change,6,Boy,same,,,,,
40,NonLinguistic_List2b_Goal_Change,7,Turtle,different,,,,,
40,NonLinguistic_List2b_Goal_Change,8,Bunny,different,,,,,
40,NonLinguistic_List2b_Goal_Change,9,Farmer,same,,,,,
40,NonLinguistic_List2b_Goal_Change,10,Witch,different,,,,,
40,NonLinguistic_List2b_Goal_Change,11,Cat,same,,,,,
40,NonLinguistic_List2b_Goal_Change,12,Pig,same,,,,,
40,NonLinguistic_List2b_Goal_Change,13,Police,same,,,,,
40,NonLinguistic_List2b_Goal_Change,14,Pigeon,same,,,,,
40,NonLinguistic_List2b_Goal_Change,15,Man,different,,,,,
40,NonLinguistic_List2b_Goal_Change,16,Chicken,same,,,,,
40,NonLinguistic_List2b_Goal_Change,17,Cow,different,,,,,
40,NonLinguistic_List2b_Goal_Change,18,Butterfly,different,,,,,
40,NonLinguistic_List2b_Goal_Change,19,Ghost,same,,,,,
40,NonLinguistic_List2b_Goal_Change,20,Hamster,different,,,,,
40,NonLinguistic_List2b_Goal_Change,21,Oldlady,same,,,,,
40,NonLinguistic_List2b_Goal_Change,22,Horse,same,,,,,
40,NonLinguistic_List2b_Goal_Change,23,Girl,same,,,,,
40,NonLinguistic_List2b_Goal_Change,24,Fairy,different,,,,,
40,NonLinguistic_List2b_Goal_Change,25,Helicopter,same,,,,,
40,NonLinguistic_List2b_Goal_Change,26,Snake,same,,,,,
40,NonLinguistic_List2b_Goal_Change,27,Car,different,,,,,
40,NonLinguistic_List2b_Goal_Change,28,Beetle,same,,,,,
41,NonLinguistic_List1a_Source_Change,1,Beetle,same,,,,,
41,NonLinguistic_List1a_Source_Change,2,Car,same,,,,,
41,NonLinguistic_List1a_Source_Change,3,Snake,different,,,,,
41,NonLinguistic_List1a_Source_Change,4,Helicopter,same,,,,,
41,NonLinguistic_List1a_Source_Change,5,Fairy,different,,,,,
41,NonLinguistic_List1a_Source_Change,6,Girl,different,,,,,
41,NonLinguistic_List1a_Source_Change,7,Horse,different,,,,,
41,NonLinguistic_List1a_Source_Change,8,Oldlady,same,,,,,
41,NonLinguistic_List1a_Source_Change,9,Hamster,different,,,,,
41,NonLinguistic_List1a_Source_Change,10,Ghost,same,,,,,
41,NonLinguistic_List1a_Source_Change,11,Butterfly,different,,,,,
41,NonLinguistic_List1a_Source_Change,12,Cow,different,,,,,
41,NonLinguistic_List1a_Source_Change,13,Chicken,same,,,,,
41,NonLinguistic_List1a_Source_Change,14,Man,different,,,,,
41,NonLinguistic_List1a_Source_Change,15,Pigeon,different,,,,,
41,NonLinguistic_List1a_Source_Change,16,Police,same,,,,,
41,NonLinguistic_List1a_Source_Change,17,Pig,different,,,,,
41,NonLinguistic_List1a_Source_Change,18,Cat,different,,,,,
41,NonLinguistic_List1a_Source_Change,19,Witch,different,,,,,
41,NonLinguistic_List1a_Source_Change,20,Farmer,same,,,,,
41,NonLinguistic_List1a_Source_Change,21,Bunny,different,,,,,
41,NonLinguistic_List1a_Source_Change,22,Turtle,same,,,,,
41,NonLinguistic_List1a_Source_Change,23,Boy,different,,,,,
41,NonLinguistic_List1a_Source_Change,24,Spider,same,,,,,
41,NonLinguistic_List1a_Source_Change,25,Frog,same,,,,,
41,NonLinguistic_List1a_Source_Change,26,Squirrel,same,,,,,
41,NonLinguistic_List1a_Source_Change,27,Dog,different,,,,,
41,NonLinguistic_List1a_Source_Change,28,Dolphin,same,,,,,
42,NonLinguistic_List1b_Source_Change,1,Dolphin,same,,,,,
42,NonLinguistic_List1b_Source_Change,2,Dog,same,,,,,
42,NonLinguistic_List1b_Source_Change,3,Squirrel,same,,,,,
42,NonLinguistic_List1b_Source_Change,4,Frog,different,,,,,
42,NonLinguistic_List1b_Source_Change,5,Spider,different,,,,,
42,NonLinguistic_List1b_Source_Change,6,Boy,same,,,,,
42,NonLinguistic_List1b_Source_Change,7,Turtle,same,,,,,
42,NonLinguistic_List1b_Source_Change,8,Bunny,different,,,,,
42,NonLinguistic_List1b_Source_Change,9,Farmer,same,,,,,
42,NonLinguistic_List1b_Source_Change,10,Witch,same,,,,,
42,NonLinguistic_List1b_Source_Change,11,Cat,same,,,,,
42,NonLinguistic_List1b_Source_Change,12,Pig,same,,,,,
42,NonLinguistic_List1b_Source_Change,13,Police,same,,,,,
42,NonLinguistic_List1b_Source_Change,14,Pigeon,different,,,,,
42,NonLinguistic_List1b_Source_Change,15,Man,same,,,,,
42,NonLinguistic_List1b_Source_Change,16,Chicken,same,,,,,
42,NonLinguistic_List1b_Source_Change,17,Cow,same,,,,,
42,NonLinguistic_List1b_Source_Change,18,Butterfly,same,,,,,
42,NonLinguistic_List1b_Source_Change,19,Ghost,different,,,,,
42,NonLinguistic_List1b_Source_Change,20,Hamster,same,,,,,
42,NonLinguistic_List1b_Source_Change,21,Oldlady,same,,,,,
42,NonLinguistic_List1b_Source_Change,22,Horse,same,,,,,
42,NonLinguistic_List1b_Source_Change,23,Girl,same,,,,,
42,NonLinguistic_List1b_Source_Change,24,Fairy,same,,,,,
42,NonLinguistic_List1b_Source_Change,25,Helicopter,same,,,,,
42,NonLinguistic_List1b_Source_Change,26,Snake,same,,,,,
42,NonLinguistic_List1b_Source_Change,27,Car,different,,,,,
42,NonLinguistic_List1b_Source_Change,28,Beetle,same,,,,,
43,NonLinguistic_List1a_Goal_Change,1,Beetle,same,,,,,
43,NonLinguistic_List1a_Goal_Change,2,Car,different,,,,,
43,NonLinguistic_List1a_Goal_Change,3,Snake,same,,,,,
43,NonLinguistic_List1a_Goal_Change,4,Helicopter,same,,,,,
43,NonLinguistic_List1a_Goal_Change,5,Fairy,different,,,,,
43,NonLinguistic_List1a_Goal_Change,6,Girl,same,,,,,
43,NonLinguistic_List1a_Goal_Change,7,Horse,same,,,,,
43,NonLinguistic_List1a_Goal_Change,8,Oldlady,same,,,,,
43,NonLinguistic_List1a_Goal_Change,9,Hamster,different,,,,,
43,NonLinguistic_List1a_Goal_Change,10,Ghost,same,,,,,
43,NonLinguistic_List1a_Goal_Change,11,Butterfly,same,,,,,
43,NonLinguistic_List1a_Goal_Change,12,Cow,same,,,,,
43,NonLinguistic_List1a_Goal_Change,13,Chicken,same,,,,,
43,NonLinguistic_List1a_Goal_Change,14,Man,different,,,,,
43,NonLinguistic_List1a_Goal_Change,15,Pigeon,same,,,,,
43,NonLinguistic_List1a_Goal_Change,16,Police,same,,,,,
43,NonLinguistic_List1a_Goal_Change,17,Pig,different,,,,,
43,NonLinguistic_List1a_Goal_Change,18,Cat,same,,,,,
43,NonLinguistic_List1a_Goal_Change,19,Witch,different,,,,,
43,NonLinguistic_List1a_Goal_Change,20,Farmer,different,,,,,
43,NonLinguistic_List1a_Goal_Change,21,Bunny,same,,,,,
43,NonLinguistic_List1a_Goal_Change,22,Turtle,different,,,,,
43,NonLinguistic_List1a_Goal_Change,23,Boy,same,,,,,
43,NonLinguistic_List1a_Goal_Change,24,Spider,same,,,,,
43,NonLinguistic_List1a_Goal_Change,25,Frog,same,,,,,
43,NonLinguistic_List1a_Goal_Change,26,Squirrel,different,,,,,
43,NonLinguistic_List1a_Goal_Change,27,Dog,same,,,,,
43,NonLinguistic_List1a_Goal_Change,28,Dolphin,same,,,,,
44,NonLinguistic_List1b_Goal_Change,1,Dolphin,same,,,,,
44,NonLinguistic_List1b_Goal_Change,2,Dog,same,,,,,
44,NonLinguistic_List1b_Goal_Change,3,Squirrel,different,,,,,
44,NonLinguistic_List1b_Goal_Change,4,Frog,same,,,,,
44,NonLinguistic_List1b_Goal_Change,5,Spider,same,,,,,
44,NonLinguistic_List1b_Goal_Change,6,Boy,same,,,,,
44,NonLinguistic_List1b_Goal_Change,7,Turtle,different,,,,,
44,NonLinguistic_List1b_Goal_Change,8,Bunny,same,,,,,
44,NonLinguistic_List1b_Goal_Change,9,Farmer,same,,,,,
44,NonLinguistic_List1b_Goal_Change,10,Witch,same,,,,,
44,NonLinguistic_List1b_Goal_Change,11,Cat,same,,,,,
44,NonLinguistic_List1b_Goal_Change,12,Pig,different,,,,,
44,NonLinguistic_List1b_Goal_Change,13,Police,same,,,,,
44,NonLinguistic_List1b_Goal_Change,14,Pigeon,same,,,,,
44,NonLinguistic_List1b_Goal_Change,15,Man,same,,,,,
44,NonLinguistic_List1b_Goal_Change,16,Chicken,different,,,,,
44,NonLinguistic_List1b_Goal_Change,17,Cow,same,,,,,
44,NonLinguistic_List1b_Goal_Change,18,Butterfly,different,,,,,
44,NonLinguistic_List1b_Goal_Change,19,Ghost,same,,,,,
44,NonLinguistic_List1b_Goal_Change,20,Hamster,different,,,,,
44,NonLinguistic_List1b_Goal_Change,21,Oldlady,same,,,,,
44,NonLinguistic_List1b_Goal_Change,22,Horse,same,,,,,
44,NonLinguistic_List1b_Goal_Change,23,Girl,same,,,,,
44,NonLinguistic_List1b_Goal_Change,24,Fairy,different,,,,,
44,NonLinguistic_List1b_Goal_Change,25,Helicopter,same,,,,,
44,NonLinguistic_List1b_Goal_Change,26,Snake,different,,,,,
44,NonLinguistic_List1b_Goal_Change,27,Car,same,,,,,
44,NonLinguistic_List1b_Goal_Change,28,Beetle,different,,,,,
45,NonLinguistic_List2a_Source_Change,1,Beetle,same,,,,,
45,NonLinguistic_List2a_Source_Change,2,Car,same,,,,,
45,NonLinguistic_List2a_Source_Change,3,Snake,same,,,,,
45,NonLinguistic_List2a_Source_Change,4,Helicopter,different,,,,,
45,NonLinguistic_List2a_Source_Change,5,Fairy,different,,,,,
45,NonLinguistic_List2a_Source_Change,6,Girl,same,,,,,
45,NonLinguistic_List2a_Source_Change,7,Horse,different,,,,,
45,NonLinguistic_List2a_Source_Change,8,Oldlady,different,,,,,
45,NonLinguistic_List2a_Source_Change,9,Hamster,different,,,,,
45,NonLinguistic_List2a_Source_Change,10,Ghost,same,,,,,
45,NonLinguistic_List2a_Source_Change,11,Butterfly,same,,,,,
45,NonLinguistic_List2a_Source_Change,12,Cow,same,,,,,
45,NonLinguistic_List2a_Source_Change,13,Chicken,different,,,,,
45,NonLinguistic_List2a_Source_Change,14,Man,same,,,,,
45,NonLinguistic_List2a_Source_Change,15,Pigeon,different,,,,,
45,NonLinguistic_List2a_Source_Change,16,Police,same,,,,,
45,NonLinguistic_List2a_Source_Change,17,Pig,same,,,,,
45,NonLinguistic_List2a_Source_Change,18,Cat,same,,,,,
45,NonLinguistic_List2a_Source_Change,19,Witch,different,,,,,
45,NonLinguistic_List2a_Source_Change,20,Farmer,different,,,,,
45,NonLinguistic_List2a_Source_Change,21,Bunny,same,,,,,
45,NonLinguistic_List2a_Source_Change,22,Turtle,same,,,,,
45,NonLinguistic_List2a_Source_Change,23,Boy,same,,,,,
45,NonLinguistic_List2a_Source_Change,24,Spider,same,,,,,
45,NonLinguistic_List2a_Source_Change,25,Frog,same,,,,,
45,NonLinguistic_List2a_Source_Change,26,Squirrel,same,,,,,
45,NonLinguistic_List2a_Source_Change,27,Dog,different,,,,,
45,NonLinguistic_List2a_Source_Change,28,Dolphin,different,,,,,
46,NonLinguistic_List2b_Source_Change,1,Dolphin,same,,,,,
46,NonLinguistic_List2b_Source_Change,2,Dog,same,,,,,
46,NonLinguistic_List2b_Source_Change,3,Squirrel,different,,,,,
46,NonLinguistic_List2b_Source_Change,4,Frog,same,,,,,
46,NonLinguistic_List2b_Source_Change,5,Spider,same,,,,,
46,NonLinguistic_List2b_Source_Change,6,Boy,different,,,,,
46,NonLinguistic_List2b_Source_Change,7,Turtle,same,,,,,
46,NonLinguistic_List2b_Source_Change,8,Bunny,different,,,,,
46,NonLinguistic_List2b_Source_Change,9,Farmer,same,,,,,
46,NonLinguistic_List2b_Source_Change,10,Witch,different,,,,,
46,NonLinguistic_List2b_Source_Change,11,Cat,same,,,,,
46,NonLinguistic_List2b_Source_Change,12,Pig,same,,,,,
46,NonLinguistic_List2b_Source_Change,13,Police,same,,,,,
46,NonLinguistic_List2b_Source_Change,14,Pigeon,same,,,,,
46,NonLinguistic_List2b_Source_Change,15,Man,same,,,,,
46,NonLinguistic_List2b_Source_Change,16,Chicken,different,,,,,
46,NonLinguistic_List2b_Source_Change,17,Cow,same,,,,,
46,NonLinguistic_List2b_Source_Change,18,Butterfly,different,,,,,
46,NonLinguistic_List2b_Source_Change,19,Ghost,same,,,,,
46,NonLinguistic_List2b_Source_Change,20,Hamster,different,,,,,
46,NonLinguistic_List2b_Source_Change,21,Oldlady,different,,,,,
46,NonLinguistic_List2b_Source_Change,22,Horse,different,,,,,
46,NonLinguistic_List2b_Source_Change,23,Girl,same,,,,,
46,NonLinguistic_List2b_Source_Change,24,Fairy,different,,,,,
46,NonLinguistic_List2b_Source_Change,25,Helicopter,same,,,,,
46,NonLinguistic_List2b_Source_Change,26,Snake,different,,,,,
46,NonLinguistic_List2b_Source_Change,27,Car,same,,,,,
46,NonLinguistic_List2b_Source_Change,28,Beetle,same,,,,,
47,NonLinguistic_List2a_Goal_Change,1,Beetle,same,,,,,
47,NonLinguistic_List2a_Goal_Change,2,Car,same,,,,,
47,NonLinguistic_List2a_Goal_Change,3,Snake,different,,,,,
47,NonLinguistic_List2a_Goal_Change,4,Helicopter,same,,,,,
47,NonLinguistic_List2a_Goal_Change,5,Fairy,different,,,,,
47,NonLinguistic_List2a_Goal_Change,6,Girl,same,,,,,
47,NonLinguistic_List2a_Goal_Change,7,Horse,same,,,,,
47,NonLinguistic_List2a_Goal_Change,8,Oldlady,same,,,,,
47,NonLinguistic_List2a_Goal_Change,9,Hamster,same,,,,,
47,NonLinguistic_List2a_Goal_Change,10,Ghost,different,,,,,
47,NonLinguistic_List2a_Goal_Change,11,Butterfly,same,,,,,
47,NonLinguistic_List2a_Goal_Change,12,Cow,same,,,,,
47,NonLinguistic_List2a_Goal_Change,13,Chicken,different,,,,,
47,NonLinguistic_List2a_Goal_Change,14,Man,same,,,,,
47,NonLinguistic_List2a_Goal_Change,15,Pigeon,same,,,,,
47,NonLinguistic_List2a_Goal_Change,16,Police,same,,,,,
47,NonLinguistic_List2a_Goal_Change,17,Pig,different,,,,,
47,NonLinguistic_List2a_Goal_Change,18,Cat,same,,,,,
47,NonLinguistic_List2a_Goal_Change,19,Witch,same,,,,,
47,NonLinguistic_List2a_Goal_Change,20,Farmer,same,,,,,
47,NonLinguistic_List2a_Goal_Change,21,Bunny,same,,,,,
47,NonLinguistic_List2a_Goal_Change,22,Turtle,different,,,,,
47,NonLinguistic_List2a_Goal_Change,23,Boy,same,,,,,
47,NonLinguistic_List2a_Goal_Change,24,Spider,different,,,,,
47,NonLinguistic_List2a_Goal_Change,25,Frog,different,,,,,
47,NonLinguistic_List2a_Goal_Change,26,Squirrel,same,,,,,
47,NonLinguistic_List2a_Goal_Change,27,Dog,same,,,,,
47,NonLinguistic_List2a_Goal_Change,28,Dolphin,same,,,,,
48,NonLinguistic_List2b_Goal_Change,1,Dolphin,same,,,,,
48,NonLinguistic_List2b_Goal_Change,2,Dog,same,,,,,
48,NonLinguistic_List2b_Goal_Change,3,Squirrel,same,,,,,
48,NonLinguistic_List2b_Goal_Change,4,Frog,different,,,,,
48,NonLinguistic_List2b_Goal_Change,5,Spider,different,,,,,
48,NonLinguistic_List2b_Goal_Change,6,Boy,same,,,,,
48,NonLinguistic_List2b_Goal_Change,7,Turtle,same,,,,,
48,NonLinguistic_List2b_Goal_Change,8,Bunny,same,,,,,
