Participant,Condition,Trial_Number,Target_EventID,Choice,Source_mentioned,Goal_mentioned,Condition Count:,,
65,NonLinguistic_List2b_Source_Change,17,Cow,same,,,,,
65,NonLinguistic_List2b_Source_Change,18,Butterfly,different,,,,,
65,NonLinguistic_List2b_Source_Change,19,Ghost,same,,,,,
65,NonLinguistic_List2b_Source_Change,20,Hamster,different,,,,,
65,NonLinguistic_List2b_Source_Change,21,Oldlady,same,,,,,
65,NonLinguistic_List2b_Source_Change,22,Horse,same,,,,,
65,NonLinguistic_List2b_Source_Change,23,Girl,different,,,,,
65,NonLinguistic_List2b_Source_Change,24,Fairy,different,,,,,
65,NonLinguistic_List2b_Source_Change,25,Helicopter,different,,,,,
65,NonLinguistic_List2b_Source_Change,26,Snake,same,,,,,
65,NonLinguistic_List2b_Source_Change,27,Car,same,,,,,
65,NonLinguistic_List2b_Source_Change,28,Beetle,same,,,,,
66,NonLinguistic_List1a_Source_Change,1,Beetle,same,,,,,
66,NonLinguistic_List1a_Source_Change,2,Car,same,,,,,
66,NonLinguistic_List1a_Source_Change,3,Snake,different,,,,,
66,NonLinguistic_List1a_Source_Change,4,Helicopter,same,,,,,
66,NonLinguistic_List1a_Source_Change,5,Fairy,different,,,,,
66,NonLinguistic_List1a_Source_Change,6,Girl,same,,,,,
66,NonLinguistic_List1a_Source_Change,7,Horse,different,,,,,
66,NonLinguistic_List1a_Source_Change,8,Oldlady,different,,,,,
66,NonLinguistic_List1a_Source_Change,9,Hamster,same,,,,,
66,NonLinguistic_List1a_Source_Change,10,Ghost,same,,,,,
66,NonLinguistic_List1a_Source_Change,11,Butterfly,same,,,,,
66,NonLinguistic_List1a_Source_Change,12,Cow,same,,,,,
66,NonLinguistic_List1a_Source_Change,13,Chicken,different,,,,,
66,NonLinguistic_List1a_Source_Change,14,Man,same,,,,,
66,NonLinguistic_List1a_Source_Change,15,Pigeon,different,,,,,
66,NonLinguistic_List1a_Source_Change,16,Police,same,,,,,
66,NonLinguistic_List1a_Source_Change,17,Pig,same,,,,,
66,NonLinguistic_List1a_Source_Change,18,Cat,same,,,,,
66,NonLinguistic_List1a_Source_Change,19,Witch,same,,,,,
66,NonLinguistic_List1a_Source_Change,20,Farmer,same,,,,,
66,NonLinguistic_List1a_Source_Change,21,Bunny,same,,,,,
66,NonLinguistic_List1a_Source_Change,22,Turtle,same,,,,,
66,NonLinguistic_List1a_Source_Change,23,Boy,same,,,,,
66,NonLinguistic_List1a_Source_Change,24,Spider,different,,,,,
66,NonLinguistic_List1a_Source_Change,25,Frog,same,,,,,
66,NonLinguistic_List1a_Source_Change,26,Squirrel,different,,,,,
66,NonLinguistic_List1a_Source_Change,27,Dog,same,,,,,
66,NonLinguistic_List1a_Source_Change,28,Dolphin,different,,,,,
67,NonLinguistic_List1b_Source_Change,1,Dolphin,same,,,,,
67,NonLinguistic_List1b_Source_Change,2,Dog,different,,,,,
67,NonLinguistic_List1b_Source_Change,3,Squirrel,same,,,,,
67,NonLinguistic_List1b_Source_Change,4,Frog,same,,,,,
67,NonLinguistic_List1b_Source_Change,5,Spider,different,,,,,
67,NonLinguistic_List1b_Source_Change,6,Boy,same,,,,,
67,NonLinguistic_List1b_Source_Change,7,Turtle,same,,,,,
67,NonLinguistic_List1b_Source_Change,8,Bunny,different,,,,,
67,NonLinguistic_List1b_Source_Change,9,Farmer,same,,,,,
67,NonLinguistic_List1b_Source_Change,10,Witch,same,,,,,
67,NonLinguistic_List1b_Source_Change,11,Cat,same,,,,,
67,NonLinguistic_List1b_Source_Change,12,Pig,different,,,,,
67,NonLinguistic_List1b_Source_Change,13,Police,same,,,,,
67,NonLinguistic_List1b_Source_Change,14,Pigeon,same,,,,,
67,NonLinguistic_List1b_Source_Change,15,Man,different,,,,,
67,NonLinguistic_List1b_Source_Change,16,Chicken,different,,,,,
67,NonLinguistic_List1b_Source_Change,17,Cow,same,,,,,
67,NonLinguistic_List1b_Source_Change,18,Butterfly,different,,,,,
67,NonLinguistic_List1b_Source_Change,19,Ghost,same,,,,,
67,NonLinguistic_List1b_Source_Change,20,Hamster,same,,,,,
67,NonLinguistic_List1b_Source_Change,21,Oldlady,same,,,,,
67,NonLinguistic_List1b_Source_Change,22,Horse,same,,,,,
67,NonLinguistic_List1b_Source_Change,23,Girl,same,,,,,
67,NonLinguistic_List1b_Source_Change,24,Fairy,different,,,,,
67,NonLinguistic_List1b_Source_Change,25,Helicopter,same,,,,,
67,NonLinguistic_List1b_Source_Change,26,Snake,different,,,,,
67,NonLinguistic_List1b_Source_Change,27,Car,same,,,,,
67,NonLinguistic_List1b_Source_Change,28,Beetle,same,,,,,
68,NonLinguistic_List1a_Goal_Change,1,Beetle,same,,,,,
68,NonLinguistic_List1a_Goal_Change,2,Car,same,,,,,
68,NonLinguistic_List1a_Goal_Change,3,Snake,same,,,,,
68,NonLinguistic_List1a_Goal_Change,4,Helicopter,same,,,,,
68,NonLinguistic_List1a_Goal_Change,5,Fairy,different,,,,,
68,NonLinguistic_List1a_Goal_Change,6,Girl,same,,,,,
68,NonLinguistic_List1a_Goal_Change,7,Horse,different,,,,,
68,NonLinguistic_List1a_Goal_Change,8,Oldlady,same,,,,,
68,NonLinguistic_List1a_Goal_Change,9,Hamster,different,,,,,
68,NonLinguistic_List1a_Goal_Change,10,Ghost,same,,,,,
68,NonLinguistic_List1a_Goal_Change,11,Butterfly,different,,,,,
68,NonLinguistic_List1a_Goal_Change,12,Cow,same,,,,,
68,NonLinguistic_List1a_Goal_Change,13,Chicken,different,,,,,
68,NonLinguistic_List1a_Goal_Change,14,Man,different,,,,,
68,NonLinguistic_List1a_Goal_Change,15,Pigeon,same,,,,,
68,NonLinguistic_List1a_Goal_Change,16,Police,same,,,,,
68,NonLinguistic_List1a_Goal_Change,17,Pig,same,,,,,
68,NonLinguistic_List1a_Goal_Change,18,Cat,same,,,,,
68,NonLinguistic_List1a_Goal_Change,19,Witch,same,,,,,
68,NonLinguistic_List1a_Goal_Change,20,Farmer,same,,,,,
68,NonLinguistic_List1a_Goal_Change,21,Bunny,same,,,,,
68,NonLinguistic_List1a_Goal_Change,22,Turtle,different,,,,,
68,NonLinguistic_List1a_Goal_Change,23,Boy,same,,,,,
68,NonLinguistic_List1a_Goal_Change,24,Spider,same,,,,,
68,NonLinguistic_List1a_Goal_Change,25,Frog,same,,,,,
68,NonLinguistic_List1a_Goal_Change,26,Squirrel,different,,,,,
68,NonLinguistic_List1a_Goal_Change,27,Dog,different,,,,,
68,NonLinguistic_List1a_Goal_Change,28,Dolphin,different,,,,,
69,NonLinguistic_List1b_Goal_Change,1,Dolphin,same,,,,,
69,NonLinguistic_List1b_Goal_Change,2,Dog,same,,,,,
69,NonLinguistic_List1b_Goal_Change,3,Squirrel,different,,,,,
69,NonLinguistic_List1b_Goal_Change,4,Frog,same,,,,,
69,NonLinguistic_List1b_Goal_Change,5,Spider,same,,,,,
69,NonLinguistic_List1b_Goal_Change,6,Boy,different,,,,,
69,NonLinguistic_List1b_Goal_Change,7,Turtle,same,,,,,
69,NonLinguistic_List1b_Goal_Change,8,Bunny,different,,,,,
69,NonLinguistic_List1b_Goal_Change,9,Farmer,same,,,,,
69,NonLinguistic_List1b_Goal_Change,10,Witch,same,,,,,
69,NonLinguistic_List1b_Goal_Change,11,Cat,same,,,,,
69,NonLinguistic_List1b_Goal_Change,12,Pig,same,,,,,
69,NonLinguistic_List1b_Goal_Change,13,Police,same,,,,,
69,NonLinguistic_List1b_Goal_Change,14,Pigeon,same,,,,,
69,NonLinguistic_List1b_Goal_Change,15,Man,same,,,,,
69,NonLinguistic_List1b_Goal_Change,16,Chicken,different,,,,,
69,NonLinguistic_List1b_Goal_Change,17,Cow,same,,,,,
69,NonLinguistic_List1b_Goal_Change,18,Butterfly,same,,,,,
69,NonLinguistic_List1b_Goal_Change,19,Ghost,same,,,,,
69,NonLinguistic_List1b_Goal_Change,20,Hamster,different,,,,,
69,NonLinguistic_List1b_Goal_Change,21,Oldlady,same,,,,,
69,NonLinguistic_List1b_Goal_Change,22,Horse,same,,,,,
69,NonLinguistic_List1b_Goal_Change,23,Girl,same,,,,,
69,NonLinguistic_List1b_Goal_Change,24,Fairy,different,,,,,
69,NonLinguistic_List1b_Goal_Change,25,Helicopter,different,,,,,
69,NonLinguistic_List1b_Goal_Change,26,Snake,different,,,,,
69,NonLinguistic_List1b_Goal_Change,27,Car,same,,,,,
69,NonLinguistic_List1b_Goal_Change,28,Beetle,different,,,,,
70,Linguistic_List2a_Source_Change,1,Beetle,same,n/a,n/a,,,
70,Linguistic_List2a_Source_Change,2,Car,different,n/a,n/a,,,
70,Linguistic_List2a_Source_Change,3,Snake,same,n/a,n/a,,,
70,Linguistic_List2a_Source_Change,4,Helicopter,same,0,1,,,
70,Linguistic_List2a_Source_Change,5,Fairy,different,1,1,,,
70,Linguistic_List2a_Source_Change,6,Girl,same,0,1,,,
70,Linguistic_List2a_Source_Change,7,Horse,same,1,1,,,
70,Linguistic_List2a_Source_Change,8,Oldlady,different,0,1,,,
70,Linguistic_List2a_Source_Change,9,Hamster,different,1,1,,,
70,Linguistic_List2a_Source_Change,10,Ghost,same,0,1,,,
70,Linguistic_List2a_Source_Change,11,Butterfly,same,1,1,,,
70,Linguistic_List2a_Source_Change,12,Cow,same,0,1,,,
70,Linguistic_List2a_Source_Change,13,Chicken,different,1,1,,,
70,Linguistic_List2a_Source_Change,14,Man,same,0,1,,,
70,Linguistic_List2a_Source_Change,15,Pigeon,same,1,1,,,
70,Linguistic_List2a_Source_Change,16,Police,same,0,1,,,
70,Linguistic_List2a_Source_Change,17,Pig,same,1,1,,,
70,Linguistic_List2a_Source_Change,18,Cat,same,0,1,,,
70,Linguistic_List2a_Source_Change,19,Witch,same,0,0,,,
70,Linguistic_List2a_Source_Change,20,Farmer,same,0,1,,,
70,Linguistic_List2a_Source_Change,21,Bunny,same,1,1,,,
70,Linguistic_List2a_Source_Change,22,Turtle,different,1,1,,,
70,Linguistic_List2a_Source_Change,23,Boy,same,0,1,,,
70,Linguistic_List2a_Source_Change,24,Spider,same,1,1,,,
70,Linguistic_List2a_Source_Change,25,Frog,same,1,1,,,
70,Linguistic_List2a_Source_Change,26,Squirrel,different,1,1,,,
70,Linguistic_List2a_Source_Change,27,Dog,same,0,1,,,
70,Linguistic_List2a_Source_Change,28,Dolphin,same,1,1,,,
71,NonLinguistic_List2a_Source_Change,1,Beetle,same,,,,,
71,NonLinguistic_List2a_Source_Change,2,Car,same,,,,,
71,NonLinguistic_List2a_Source_Change,3,Snake,same,,,,,
71,NonLinguistic_List2a_Source_Change,4,Helicopter,same,,,,,
71,NonLinguistic_List2a_Source_Change,5,Fairy,different,,,,,
71,NonLinguistic_List2a_Source_Change,6,Girl,same,,,,,
71,NonLinguistic_List2a_Source_Change,7,Horse,different,,,,,
71,NonLinguistic_List2a_Source_Change,8,Oldlady,same,,,,,
71,NonLinguistic_List2a_Source_Change,9,Hamster,different,,,,,
71,NonLinguistic_List2a_Source_Change,10,Ghost,same,,,,,
71,NonLinguistic_List2a_Source_Change,11,Butterfly,different,,,,,
71,NonLinguistic_List2a_Source_Change,12,Cow,same,,,,,
71,NonLinguistic_List2a_Source_Change,13,Chicken,different,,,,,
71,NonLinguistic_List2a_Source_Change,14,Man,same,,,,,
71,NonLinguistic_List2a_Source_Change,15,Pigeon,same,,,,,
71,NonLinguistic_List2a_Source_Change,16,Police,same,,,,,
71,NonLinguistic_List2a_Source_Change,17,Pig,same,,,,,
71,NonLinguistic_List2a_Source_Change,18,Cat,same,,,,,
71,NonLinguistic_List2a_Source_Change,19,Witch,same,,,,,
71,NonLinguistic_List2a_Source_Change,20,Farmer,same,,,,,
71,NonLinguistic_List2a_Source_Change,21,Bunny,same,,,,,
71,NonLinguistic_List2a_Source_Change,22,Turtle,different,,,,,
71,NonLinguistic_List2a_Source_Change,23,Boy,same,,,,,
71,NonLinguistic_List2a_Source_Change,24,Spider,same,,,,,
71,NonLinguistic_List2a_Source_Change,25,Frog,same,,,,,
71,NonLinguistic_List2a_Source_Change,26,Squirrel,same,,,,,
71,NonLinguistic_List2a_Source_Change,27,Dog,same,,,,,
71,NonLinguistic_List2a_Source_Change,28,Dolphin,same,,,,,
72,NonLinguistic_List2b_Source_Change,1,Dolphin,same,,,,,
72,NonLinguistic_List2b_Source_Change,2,Dog,same,,,,,
72,NonLinguistic_List2b_Source_Change,3,Squirrel,different,,,,,
72,NonLinguistic_List2b_Source_Change,4,Frog,same,,,,,
72,NonLinguistic_List2b_Source_Change,5,Spider,different,,,,,
72,NonLinguistic_List2b_Source_Change,6,Boy,same,,,,,
72,NonLinguistic_List2b_Source_Change,7,Turtle,different,,,,,
72,NonLinguistic_List2b_Source_Change,8,Bunny,different,,,,,
72,NonLinguistic_List2b_Source_Change,9,Farmer,same,,,,,
72,NonLinguistic_List2b_Source_Change,10,Witch,different,,,,,
72,NonLinguistic_List2b_Source_Change,11,Cat,same,,,,,
72,NonLinguistic_List2b_Source_Change,12,Pig,different,,,,,
72,NonLinguistic_List2b_Source_Change,13,Police,different,,,,,
72,NonLinguistic_List2b_Source_Change,14,Pigeon,different,,,,,
72,NonLinguistic_List2b_Source_Change,15,Man,different,,,,,
72,NonLinguistic_List2b_Source_Change,16,Chicken,different,,,,,
72,NonLinguistic_List2b_Source_Change,17,Cow,same,,,,,
72,NonLinguistic_List2b_Source_Change,18,Butterfly,different,,,,,
72,NonLinguistic_List2b_Source_Change,19,Ghost,same,,,,,
72,NonLinguistic_List2b_Source_Change,20,Hamster,different,,,,,
72,NonLinguistic_List2b_Source_Change,21,Oldlady,same,,,,,
72,NonLinguistic_List2b_Source_Change,22,Horse,different,,,,,
72,NonLinguistic_List2b_Source_Change,23,Girl,same,,,,,
72,NonLinguistic_List2b_Source_Change,24,Fairy,same,,,,,
72,NonLinguistic_List2b_Source_Change,25,Helicopter,different,,,,,
72,NonLinguistic_List2b_Source_Change,26,Snake,different,,,,,
72,NonLinguistic_List2b_Source_Change,27,Car,same,,,,,
72,NonLinguistic_List2b_Source_Change,28,Beetle,same,,,,,
73,NonLinguistic_List2a_Goal_Change,1,Beetle,same,,,,,
73,NonLinguistic_List2a_Goal_Change,2,Car,same,,,,,
73,NonLinguistic_List2a_Goal_Change,3,Snake,different,,,,,
73,NonLinguistic_List2a_Goal_Change,4,Helicopter,same,,,,,
73,NonLinguistic_List2a_Goal_Change,5,Fairy,same,,,,,
73,NonLinguistic_List2a_Goal_Change,6,Girl,same,,,,,
73,NonLinguistic_List2a_Goal_Change,7,Horse,different,,,,,
73,NonLinguistic_List2a_Goal_Change,8,Oldlady,same,,,,,
73,NonLinguistic_List2a_Goal_Change,9,Hamster,different,,,,,
73,NonLinguistic_List2a_Goal_Change,10,Ghost,same,,,,,
73,NonLinguistic_List2a_Goal_Change,11,Butterfly,different,,,,,
73,NonLinguistic_List2a_Goal_Change,12,Cow,same,,,,,
73,NonLinguistic_List2a_Goal_Change,13,Chicken,same,,,,,
73,NonLinguistic_List2a_Goal_Change,14,Man,same,,,,,
73,NonLinguistic_List2a_Goal_Change,15,Pigeon,different,,,,,
73,NonLinguistic_List2a_Goal_Change,16,Police,same,,,,,
73,NonLinguistic_List2a_Goal_Change,17,Pig,different,,,,,
73,NonLinguistic_List2a_Goal_Change,18,Cat,same,,,,,
73,NonLinguistic_List2a_Goal_Change,19,Witch,different,,,,,
73,NonLinguistic_List2a_Goal_Change,20,Farmer,same,,,,,
73,NonLinguistic_List2a_Goal_Change,21,Bunny,different,,,,,
73,NonLinguistic_List2a_Goal_Change,22,Turtle,same,,,,,
73,NonLinguistic_List2a_Goal_Change,23,Boy,same,,,,,
73,NonLinguistic_List2a_Goal_Change,24,Spider,different,,,,,
73,NonLinguistic_List2a_Goal_Change,25,Frog,same,,,,,
73,NonLinguistic_List2a_Goal_Change,26,Squirrel,different,,,,,
73,NonLinguistic_List2a_Goal_Change,27,Dog,same,,,,,
73,NonLinguistic_List2a_Goal_Change,28,Dolphin,different,,,,,
74,NonLinguistic_List2b_Goal_Change,1,Dolphin,same,,,,,
74,NonLinguistic_List2b_Goal_Change,2,Dog,same,,,,,
74,NonLinguistic_List2b_Goal_Change,3,Squirrel,different,,,,,
74,NonLinguistic_List2b_Goal_Change,4,Frog,different,,,,,
74,NonLinguistic_List2b_Goal_Change,5,Spider,different,,,,,
74,NonLinguistic_List2b_Goal_Change,6,Boy,same,,,,,
74,NonLinguistic_List2b_Goal_Change,7,Turtle,same,,,,,
74,NonLinguistic_List2b_Goal_Change,8,Bunny,different,,,,,
74,NonLinguistic_List2b_Goal_Change,9,Farmer,different,,,,,
74,NonLinguistic_List2b_Goal_Change,10,Witch,same,,,,,
74,NonLinguistic_List2b_Goal_Change,11,Cat,same,,,,,
74,NonLinguistic_List2b_Goal_Change,12,Pig,different,,,,,
74,NonLinguistic_List2b_Goal_Change,13,Police,same,,,,,
74,NonLinguistic_List2b_Goal_Change,14,Pigeon,different,,,,,
74,NonLinguistic_List2b_Goal_Change,15,Man,same,,,,,
74,NonLinguistic_List2b_Goal_Change,16,Chicken,different,,,,,
74,NonLinguistic_List2b_Goal_Change,17,Cow,same,,,,,
74,NonLinguistic_List2b_Goal_Change,18,Butterfly,different,,,,,
74,NonLinguistic_List2b_Goal_Change,19,Ghost,different,,,,,
74,NonLinguistic_List2b_Goal_Change,20,Hamster,same,,,,,
74,NonLinguistic_List2b_Goal_Change,21,Oldlady,same,,,,,
74,NonLinguistic_List2b_Goal_Change,22,Horse,same,,,,,
74,NonLinguistic_List2b_Goal_Change,23,Girl,same,,,,,
74,NonLinguistic_List2b_Goal_Change,24,Fairy,same,,,,,
74,NonLinguistic_List2b_Goal_Change,25,Helicopter,same,,,,,
74,NonLinguistic_List2b_Goal_Change,26,Snake,different,,,,,
74,NonLinguistic_List2b_Goal_Change,27,Car,same,,,,,
74,NonLinguistic_List2b_Goal_Change,28,Beetle,different,,,,,
75,Linguistic_List1a_Source_Change,1,Beetle,different,1,1,,,
75,Linguistic_List1a_Source_Change,2,Car,same,0,1,,,
75,Linguistic_List1a_Source_Change,3,Snake,different,1,1,,,
75,Linguistic_List1a_Source_Change,4,Helicopter,same,0,1,,,
75,Linguistic_List1a_Source_Change,5,Fairy,same,1,1,,,
75,Linguistic_List1a_Source_Change,6,Girl,same,0,1,,,
75,Linguistic_List1a_Source_Change,7,Horse,same,1,1,,,
75,Linguistic_List1a_Source_Change,8,Oldlady,same,0,1,,,
75,Linguistic_List1a_Source_Change,9,Hamster,same,1,1,,,
75,Linguistic_List1a_Source_Change,10,Ghost,same,0,1,,,
75,Linguistic_List1a_Source_Change,11,Butterfly,different,1,1,,,
75,Linguistic_List1a_Source_Change,12,Cow,same,0,1,,,
75,Linguistic_List1a_Source_Change,13,Chicken,same,1,1,,,
75,Linguistic_List1a_Source_Change,14,Man,same,0,1,,,
75,Linguistic_List1a_Source_Change,15,Pigeon,different,1,1,,,
75,Linguistic_List1a_Source_Change,16,Police,same,0,1,,,
75,Linguistic_List1a_Source_Change,17,Pig,same,1,1,,,
75,Linguistic_List1a_Source_Change,18,Cat,same,0,1,,,
75,Linguistic_List1a_Source_Change,19,Witch,different,1,1,,,
75,Linguistic_List1a_Source_Change,20,Farmer,same,0,1,,,
75,Linguistic_List1a_Source_Change,21,Bunny,different,1,1,,,
75,Linguistic_List1a_Source_Change,22,Turtle,different,1,1,,,
75,Linguistic_List1a_Source_Change,23,Boy,same,0,1,,,
75,Linguistic_List1a_Source_Change,24,Spider,different,0,1,,,
75,Linguistic_List1a_Source_Change,25,Frog,different,1,1,,,
75,Linguistic_List1a_Source_Change,26,Squirrel,same,1,1,,,
75,Linguistic_List1a_Source_Change,27,Dog,same,0,1,,,
75,Linguistic_List1a_Source_Change,28,Dolphin,different,1,1,,,
76,Linguistic_List2b_Goal_Change,1,Dolphin,different,1,1,,,
76,Linguistic_List2b_Goal_Change,2,Dog,same,0,1,,,
76,Linguistic_List2b_Goal_Change,3,Squirrel,different,1,1,,,
76,Linguistic_List2b_Goal_Change,4,Frog,different,1,1,,,
76,Linguistic_List2b_Goal_Change,5,Spider,different,1,1,,,
76,Linguistic_List2b_Goal_Change,6,Boy,same,0,1,,,
76,Linguistic_List2b_Goal_Change,7,Turtle,different,1,1,,,
76,Linguistic_List2b_Goal_Change,8,Bunny,same,1,1,,,
76,Linguistic_List2b_Goal_Change,9,Farmer,same,0,1,,,
76,Linguistic_List2b_Goal_Change,10,Witch,different,1,1,,,
76,Linguistic_List2b_Goal_Change,11,Cat,same,0,1,,,
76,Linguistic_List2b_Goal_Change,12,Pig,different,1,1,,,
76,Linguistic_List2b_Goal_Change,13,Police,same,0,1,,,
76,Linguistic_List2b_Goal_Change,14,Pigeon,different,1,1,,,
76,Linguistic_List2b_Goal_Change,15,Man,same,0,1,,,
76,Linguistic_List2b_Goal_Change,16,Chicken,different,1,1,,,
76,Linguistic_List2b_Goal_Change,17,Cow,same,0,1,,,
76,Linguistic_List2b_Goal_Change,18,Butterfly,different,1,1,,,
76,Linguistic_List2b_Goal_Change,19,Ghost,same,0,1,,,
76,Linguistic_List2b_Goal_Change,20,Hamster,different,1,1,,,
76,Linguistic_List2b_Goal_Change,21,Oldlady,same,0,1,,,
76,Linguistic_List2b_Goal_Change,22,Horse,different,1,1,,,
76,Linguistic_List2b_Goal_Change,23,Girl,same,0,1,,,
76,Linguistic_List2b_Goal_Change,24,Fairy,different,1,1,,,
76,Linguistic_List2b_Goal_Change,25,Helicopter,same,0,1,,,
76,Linguistic_List2b_Goal_Change,26,Snake,different,1,1,,,
76,Linguistic_List2b_Goal_Change,27,Car,same,0,1,,,
76,Linguistic_List2b_Goal_Change,28,Beetle,different,1,1,,,
77,Linguistic_List1b_Source_Change,1,Dolphin,different,1,1,not in same clause. dolphin jumped out of the water towards a desert island. there was a wind turbine in the water.,,
77,Linguistic_List1b_Source_Change,2,Dog,same,0,1,,,
77,Linguistic_List1b_Source_Change,3,Squirrel,different,1,1,,,
77,Linguistic_List1b_Source_Change,4,Frog,different,1,1,,,
77,Linguistic_List1b_Source_Change,5,Spider,different,1,1,,,
77,Linguistic_List1b_Source_Change,6,Boy,same,0,1,,,
77,Linguistic_List1b_Source_Change,7,Turtle,different,1,1,,,
77,Linguistic_List1b_Source_Change,8,Bunny,different,1,1,,,
77,Linguistic_List1b_Source_Change,9,Farmer,same,0,1,,,
77,Linguistic_List1b_Source_Change,10,Witch,different,1,1,,,
77,Linguistic_List1b_Source_Change,11,Cat,same,0,1,,,
77,Linguistic_List1b_Source_Change,12,Pig,different,1,1,,,
77,Linguistic_List1b_Source_Change,13,Police,same,0,1,,,
77,Linguistic_List1b_Source_Change,14,Pigeon,different,1,1,,,
77,Linguistic_List1b_Source_Change,15,Man,same,0,1,,,
77,Linguistic_List1b_Source_Change,16,Chicken,same,1,1,,,
77,Linguistic_List1b_Source_Change,17,Cow,same,0,1,,,
77,Linguistic_List1b_Source_Change,18,Butterfly,different,1,1,,,
77,Linguistic_List1b_Source_Change,19,Ghost,same,0,1,,,
77,Linguistic_List1b_Source_Change,20,Hamster,different,1,1,,,
77,Linguistic_List1b_Source_Change,21,Oldlady,different,0,1,,,
77,Linguistic_List1b_Source_Change,22,Horse,different,1,1,,,
77,Linguistic_List1b_Source_Change,23,Girl,same,0,1,,,
77,Linguistic_List1b_Source_Change,24,Fairy,same,1,1,,,
77,Linguistic_List1b_Source_Change,25,Helicopter,same,0,1,,,
77,Linguistic_List1b_Source_Change,26,Snake,different,1,1,,,
77,Linguistic_List1b_Source_Change,27,Car,same,0,1,,,
77,Linguistic_List1b_Source_Change,28,Beetle,different,1,1,,,
78,NonLinguistic_List2b_Goal_Change,1,Dolphin,different,,,,,
78,NonLinguistic_List2b_Goal_Change,2,Dog,same,,,,,
78,NonLinguistic_List2b_Goal_Change,3,Squirrel,same,,,,,
78,NonLinguistic_List2b_Goal_Change,4,Frog,same,,,,,
78,NonLinguistic_List2b_Goal_Change,5,Spider,different,,,,,
78,NonLinguistic_List2b_Goal_Change,6,Boy,same,,,,,
78,NonLinguistic_List2b_Goal_Change,7,Turtle,same,,,,,
78,NonLinguistic_List2b_Goal_Change,8,Bunny,same,,,,,
78,NonLinguistic_List2b_Goal_Change,9,Farmer,same,,,,,
78,NonLinguistic_List2b_Goal_Change,10,Witch,different,,,,,
78,NonLinguistic_List2b_Goal_Change,11,Cat,same,,,,,
78,NonLinguistic_List2b_Goal_Change,12,Pig,different,,,,,
78,NonLinguistic_List2b_Goal_Change,13,Police,same,,,,,
78,NonLinguistic_List2b_Goal_Change,14,Pigeon,same,,,,,
78,NonLinguistic_List2b_Goal_Change,15,Man,same,,,,,
78,NonLinguistic_List2b_Goal_Change,16,Chicken,different,,,,,
78,NonLinguistic_List2b_Goal_Change,17,Cow,same,,,,,
78,NonLinguistic_List2b_Goal_Change,18,Butterfly,different,,,,,
78,NonLinguistic_List2b_Goal_Change,19,Ghost,same,,,,,
78,NonLinguistic_List2b_Goal_Change,20,Hamster,same,,,,,
78,NonLinguistic_List2b_Goal_Change,21,Oldlady,same,,,,,
78,NonLinguistic_List2b_Goal_Change,22,Horse,different,,,,,
78,NonLinguistic_List2b_Goal_Change,23,Girl,same,,,,,
78,NonLinguistic_List2b_Goal_Change,24,Fairy,different,,,,,
78,NonLinguistic_List2b_Goal_Change,25,Helicopter,same,,,,,
78,NonLinguistic_List2b_Goal_Change,26,Snake,different,,,,,
78,NonLinguistic_List2b_Goal_Change,27,Car,same,,,,,
78,NonLinguistic_List2b_Goal_Change,28,Beetle,different,,,,,
79,Linguistic_List2b_Source_Change,1,Dolphin,same,1,1,,,
79,Linguistic_List2b_Source_Change,2,Dog,different,0,1,,,
79,Linguistic_List2b_Source_Change,3,Squirrel,different,1,1,,,
79,Linguistic_List2b_Source_Change,4,Frog,same,1,1,,,
79,Linguistic_List2b_Source_Change,5,Spider,same,1,1,,,
79,Linguistic_List2b_Source_Change,6,Boy,different,0,1,,,
79,Linguistic_List2b_Source_Change,7,Turtle,different,1,1,,,
79,Linguistic_List2b_Source_Change,8,Bunny,different,1,1,,,
79,Linguistic_List2b_Source_Change,9,Farmer,same,0,1,,,
79,Linguistic_List2b_Source_Change,10,Witch,same,1,1,,,
79,Linguistic_List2b_Source_Change,11,Cat,same,0,1,,,
79,Linguistic_List2b_Source_Change,12,Pig,same,1,1,,,
79,Linguistic_List2b_Source_Change,13,Police,same,0,1,,,
79,Linguistic_List2b_Source_Change,14,Pigeon,different,1,1,,,
79,Linguistic_List2b_Source_Change,15,Man,same,0,1,,,
79,Linguistic_List2b_Source_Change,16,Chicken,same,1,1,,,
79,Linguistic_List2b_Source_Change,17,Cow,same,0,1,,,
79,Linguistic_List2b_Source_Change,18,Butterfly,different,1,1,,,
79,Linguistic_List2b_Source_Change,19,Ghost,same,0,1,,,
79,Linguistic_List2b_Source_Change,20,Hamster,different,1,1,,,
79,Linguistic_List2b_Source_Change,21,Oldlady,same,0,1,,,
79,Linguistic_List2b_Source_Change,22,Horse,different,1,1,,,
79,Linguistic_List2b_Source_Change,23,Girl,same,0,1,,,
79,Linguistic_List2b_Source_Change,24,Fairy,different,1,1,,,
79,Linguistic_List2b_Source_Change,25,Helicopter,different,0,1,,,
79,Linguistic_List2b_Source_Change,26,Snake,same,1,1,,,
79,Linguistic_List2b_Source_Change,27,Car,same,0,1,,,
79,Linguistic_List2b_Source_Change,28,Beetle,same,1,1,,,
80,Linguistic_List1a_Goal_Change,1,Beetle,same,exclude:on the phone,,,,
80,Linguistic_List1a_Goal_Change,2,Car,same,exclude:on the phone,,,,
80,Linguistic_List1a_Goal_Change,3,Snake,different,exclude:on the phone,,,,
